windGenerators:	TESLA_WIND	MOHAVE_WIND	IMPRLVLY_WIND	VACA-DIX_WIND	ADELANTO_WIND
119	80.43161473	548.6002994	161.2080405	87.03215543	1604.835077
120	141.7109507	500.6786122	182.3188023	141.2988938	3127.139521
121	146.5240748	504.5123472	210.8804211	288.2973895	5007.984731
122	218.6634714	301.248891	321.7452756	328.3339579	5905.67851
123	299.6935249	137.5220525	302.9047141	232.9350574	5526.931323
124	332.0151522	214.8972734	189.7696594	217.459893	4755.321754
125	274.10557	98.13694788	80.80753776	149.1444113	5503.694908
126	301.0402594	88.07960377	88.71962137	131.3136896	5905.67851
127	456.508057	81.11682708	198.462326	235.1457952	6508.292758
128	353.5629037	172.6926074	284.0641525	149.1444113	6630.543494
129	171.7152089	119.7989198	254.2332633	94.22578849	6812.01137
130	75.77571841	124.4407709	214.6058497	56.63938043	6840.229457
131	55.60016773	24.87948116	223.2985163	58.60020462	6779.337797
132	99.195021	24.87948116	509.2049361	99.93161944	6768.94166
133	215.1423517	23.87784178	813.4156197	183.1934575	6817.95202
134	245.6587223	74.15405039	897.0738769	198.6686219	6816.466858
135	307.7739317	94.26873861	849.6675312	285.4376347	6861.36695
136	310.4674007	22.80232064	657.1243448	273.9986151	6839.217906
137	313.1608696	10.4993707	413.0736801	183.1934575	6844.684944
138	243.3113092	2.79097854	266.7936377	109.2035947	6843.199781
139	179.9311549	3.886049124	269.9337313	113.4829679	6890.260972
140	229.2268304	3.113058123	191.0114689	214.1437863	6645.113917
141	259.2914908	3.306305874	142.5808978	255.4102084	6865.653862
142	251.211084	10.9914887	126.4373741	228.5135819	6733.612318
143	235.0953632	11.7296657	112.4558722	221.8813685	6588.151162
144	346.8292314	13.45207869	157.482612	425.4074854	6258.637201
145	148.1284495	9.515134708	92.23610298	462.5085728	5317.803592
146	123.2606416	16.40478667	34.16120911	428.6336669	4764.053358
147	89.22608554	15.66660967	40.44940176	375.4016719	4185.595174
148	168.1940893	15.17449168	112.4558722	575.6228266	3976.473032
149	266.0251631	12.95996069	205.9131831	732.4764616	4063.607258
150	444.7223931	9.761193707	443.9082339	905.7467381	4554.494852
151	662.384046	21.07990765	594.8800679	1007.354634	5649.555348
152	517.3311323	8.776957712	580.6528046	1015.606506	6621.64017
153	434.2462474	3.757217291	575.3175808	909.0342836	6820.922345
154	246.8324288	20.58778965	537.9710147	577.2684445	6842.075848
155	111.2278313	54.92866258	357.856352	420.5682131	6869.226289
156	58.7040986	38.4016128	254.2332633	365.7231274	6869.747978
157	35.84856696	18.12719966	219.5730877	278.2882475	6831.358568
158	47.32301873	17.63508166	200.945945	208.6169419	6816.466858
159	65.42928217	17.88114066	164.933469	241.7780085	6721.899952
160	65.94660398	19.60355365	159.966231	348.352242	6675.050486
161	53.01355867	9.26907571	183.5606118	354.0717518	6791.219097
162	70.60250029	2.597730789	91.35698258	352.6418744	6828.348157
163	53.53088048	2.79097854	58.82952774	282.5778798	6742.982211
164	91.97533483	2.98422629	86.96138057	255.4102084	6608.759782
165	103.2059578	1.889155705	173.6261357	204.1954663	6163.817632
166	128.0737657	16.15872767	244.8129825	193.1417775	5271.330763
167	186.9733942	11.97572469	320.1752288	209.7223108	4825.174589
168	422.4605836	9.761193707	523.7437514	352.6418744	5372.021892
169	513.0621845	1.760323872	407.6322882	262.5595956	6111.826421
170	532.9839407	1.438244288	331.1655564	299.7364091	6163.817632
171	413.2939561	0	181.0769928	255.4102084	4999.806677
172	305.0804628	0.536421453	158.7244215	249.6906987	3086.127927
173	244.4850157	1.373828371	81.68665816	197.563253	1743.708189
174	224.5320042	1.889155705	44.8027659	261.1297182	1004.364316
175	253.9045529	1.760323872	25.45448082	281.1480023	564.8064098
176	323.9347454	0.536421453	12.3923271	427.0205761	385.6524351
177	263.3316942	1.373828371	16.74775254	480.2525711	376.3281383
178	287.5729147	3.821633208	29.80784497	394.758761	570.2395375
179	278.1457734	8.284839715	43.35164452	262.5595956	515.9082607
180	275.4523044	29.88767806	54.43392573	291.1571444	640.8701974
181	144.9197001	71.05948297	76.41193576	204.1954663	711.5008574
182	114.4365807	127.5353384	80.80753776	172.1397686	1065.626648
183	157.6307302	111.2888594	92.23610298	179.8773508	630.0039421
184	161.1518499	46.91554753	113.3349926	107.777137	339.0309514
185	167.0203827	39.90407187	153.7571834	119.9020277	166.6906007
186	132.0847024	60.93849886	215.8476592	169.9290308	96.34470565
187	82.50090198	35.39669466	302.9047141	137.7327494	83.93072417
188	161.1518499	38.90243249	213.3640402	248.2608212	170.8285946
189	167.0203827	49.92046567	151.2735644	348.352242	131.5176532
190	145.7218874	72.60676668	249.5231229	397.9849425	104.6206933
191	120.8540795	68.7385574	520.1869356	328.3339579	61.17175811
192	242.1376026	153.9349781	630.4482261	459.2823913	52.89577045
193	244.4850157	516.0135521	906.834007	427.0205761	71.51674268
194	77.32768385	1161.070383	968.6652897	206.4062041	75.65473651
195	40.35022218	1147.544747	820.3871411	147.0047247	121.1726686
196	50.94427142	976.4687868	672.7318304	171.0343997	174.9665884
197	45.17342419	918.1820178	802.2611854	151.2840979	304.8418633
198	35.52702016	1002.765945	835.7244883	98.5051617	472.4432392
199	21.70050772	1291.226119	1000.268476	86.54194938	879.9278156
200	29.41763095	845.0841783	890.1023555	173.2451375	1517.125743
201	35.84856696	714.17946	866.3991826	149.8576402	2239.759301
202	36.49166057	857.5642972	1084.155308	117.0491123	5310.05812
203	14.79904934	918.1820178	1034.747181	57.12958647	6294.758941
204	15.36699666	980.4133604	1073.097416	66.93370744	6562.390386
205	9.876839244	1250.666163	968.6652897	92.42442196	5356.530949
206	5.887572707	1051.415686	951.1079639	59.09041067	5588.895095
207	5.097827406	743.241401	641.1186736	65.95329535	5755.752757
208	5.492700056	686.9338903	462.0462068	83.60071309	6109.635022
209	5.163639514	898.5704023	284.0641525	63.99247115	5824.468727
210	8.930260379	1176.863849	280.9240589	60.07082276	3075.875028
211	4.966203189	1004.080802	255.8033101	40.06448531	1028.869248
212	3.979021563	1133.481837	247.9530761	32.17549819	885.3609433
213	3.979021563	1052.939718	246.3830293	26.54050739	1016.616782
214	3.979021563	563.9352394	255.8033101	21.10517949	912.4708176
215	4.966203189	186.7608294	456.6048149	21.318669	1194.277545
216	5.624324273	160.9690891	483.8117742	19.82424245	1999.527079
217	5.558512165	382.1126606	575.3175808	20.03773196	1867.963079
218	11.39136543	278.9749996	725.7762809	16.83538937	3055.369232
219	14.42041779	280.5659919	923.0162426	19.61075295	4440.983995
220	12.90589161	594.6051192	1051.888776	24.09403258	3767.35089
221	9.119576152	423.7161361	1001.438965	28.79450371	2170.523857
222	10.82341811	642.5268065	954.6194291	32.92683029	1524.434855
223	5.36107584	533.2653595	935.8916149	15.98143134	1010.490549
224	4.834578972	805.8609473	938.2325917	10.85768319	998.2380824
225	6.090523786	1299.02611	807.8384025	11.71164121	760.3990065
226	4.900391081	1279.526132	787.9140657	9.864148838	765.8321342
227	3.649961021	989.6173657	831.5415754	5.623689736	630.0039421
228	4.439706322	1068.281074	591.323252	6.592937531	314.16616
229	14.04178625	521.7641546	389.4943154	17.47585788	139.7936409
230	35.20547336	197.3119959	235.3927017	23.02658505	270.6527752
231	96.78845894	110.5152176	156.2408024	64.4826772	441.5982156
232	145.7218874	138.6944043	127.6791836	68.89453164	521.3413883
233	238.6164829	166.8308483	88.71962137	88.01256753	1022.743015
234	264.6784287	105.0997246	53.55480533	86.54194938	1016.616782
235	271.412101	128.1432378	32.2263806	58.60020462	1224.908711
236	154.5459483	122.8934872	18.68258105	47.20214032	2257.068163
237	188.1471008	105.0997246	25.45448082	41.19148347	4659.274105
238	259.2914908	102.0051572	36.09603762	25.41350923	5046.712088
239	330.6684177	48.4180066	44.31905877	27.66750555	4054.893835
240	330.6684177	94.26873861	79.92841736	25.78917528	4264.015977
241	280.8392423	91.94781305	115.0932334	18.97028443	5780.740382
242	218.6634714	296.4759143	130.1628026	23.02658505	6335.395899
243	236.2690698	814.775318	93.11522338	44.19681189	6593.303317
244	72.67178754	788.6506838	42.38423027	17.04887887	5749.50585
245	51.97891504	766.8542281	28.84043071	20.46471097	5905.67851
246	45.81651779	323.5227824	37.06345187	22.81309554	6055.604263
247	34.24083296	417.05958	54.43392573	16.19492085	6199.939373
248	56.11748954	400.4181898	104.5437886	29.92150187	6653.968227
249	96.78845894	183.2437739	107.1811498	38.93748715	6677.39296
250	117.6453301	37.90079311	92.23610298	58.60020462	6528.901378
251	101.6015831	21.07990765	86.96138057	100.6448483	5830.715633
252	57.15213317	28.88603868	176.1097547	110.6300525	3671.503241
253	45.17342419	44.41144908	140.0972787	112.7697391	1071.752881
254	24.59442893	121.3462035	232.2526081	81.6398889	973.7331496
255	29.73917775	240.7911858	282.4941057	92.91462801	2551.318803
256	60.77338585	51.42292475	227.0239448	149.8576402	3352.703287
257	76.81036204	26.38194023	240.1028421	146.2914959	3485.990968
258	58.18677679	94.26873861	257.3733569	108.4903659	1889.890412
259	83.5355456	398.7540508	460.2324095	97.07870397	2646.51754
260	86.63947648	650.606464	532.6357909	83.60071309	2135.906134
261	136.0956392	468.6478896	462.0462068	95.65224623	2829.805465
262	130.4803277	648.2774089	318.605182	94.22578849	4185.595174
263	163.499263	563.9352394	329.5955096	83.60071309	2499.392219
264	404.1273287	253.5191237	268.3636845	206.4062041	1648.689744
265	548.6367491	259.8830927	223.2985163	305.4559188	1065.626648
266	644.5446774	579.2701793	334.30565	354.0717518	918.5970508
267	600.7571362	1259.246154	605.5505153	278.2882475	630.0039421
268	493.1404284	962.051681	452.9772203	235.1457952	426.057721
269	305.0804628	1024.335348	680.3096091	78.69865261	370.1119405
270	261.9849597	989.2009719	568.2039492	86.05174333	426.057721
271	427.6986564	1277.807334	523.7437514	205.3008352	354.5714459
272	498.8323587	1286.771995	350.006118	341.2028548	363.8957427
273	487.448498	1336.974092	254.2332633	356.9315067	367.0038416
274	438.1748021	1282.289664	258.9434037	224.0921063	373.2200394
275	460.4366116	1363.016446	246.3830293	237.356533	203.9325452
276	375.3179281	1263.318029	244.8129825	239.5672708	217.8150936
277	334.7086211	1332.70317	227.0239448	246.8309438	179.1045822
278	256.5980218	1340.246711	233.8226549	178.7719819	388.760534
279	167.0203827	1321.738663	158.7244215	165.5075553	407.4091275
280	170.5415024	1189.696039	107.1811498	228.5135819	311.0580611
281	235.0953632	1090.014662	126.4373741	335.4833451	236.4636871
282	261.9849597	644.4436739	147.5481358	349.7821195	146.0006316
283	87.6741201	288.5209531	101.027307	183.1934575	92.20671183
284	57.66945498	613.7737941	51.79656453	137.0195206	121.1726686
285	85.08751104	994.8767972	71.13721335	117.0491123	102.5516964
286	122.4584542	1202.52823	162.44985	123.4681721	245.7879839
287	226.8794173	955.4310606	156.2408024	194.2471464	360.7876438
288	256.5980218	960.6904921	159.966231	302.5961639	422.9496221
289	169.3677958	1334.685994	103.6646682	187.614933	385.6524351
290	337.4020901	1141.40055	128.9209931	388.306398	326.5985557
291	432.9367292	1298.426053	188.5278498	610.1808036	286.1932698
292	261.9849597	1090.014662	114.214113	404.4373055	413.6253253
293	477.48762	1048.785971	161.2080405	542.7104675	370.1119405
294	720.0921478	1013.284808	184.8024213	744.2094537	317.2742589
295	652.6534813	544.7665645	236.9627485	695.6013436	252.0041817
296	535.8299059	440.3575263	225.7821353	406.0503963	220.9231925
297	380.556001	560.1015044	208.3968021	305.4559188	102.5516964
298	353.5629037	827.2554369	140.0972787	205.3008352	37.57277868
299	417.2225108	452.0064994	93.11522338	246.8309438	34.61172847
300	431.627211	253.5191237	65.86249095	206.4062041	50.15724211
301	455.1985387	104.3260827	45.64272173	217.459893	33.87146591
302	432.9367292	193.7949404	45.77018015	286.8675121	39.05330379
303	405.4368469	251.9281315	44.31905877	220.7759997	31.65067825
304	451.2699841	218.4143289	49.63983717	261.1297182	27.94936548
305	457.8175752	158.6243854	79.04929696	228.5135819	16.84542716
306	344.1357624	229.6542401	130.1628026	109.2035947	23.50779015
307	233.9216567	159.7967373	103.6646682	114.9094257	19.06621482
308	211.621232	144.5561635	59.70864814	156.6646042	35.35199102
309	275.4523044	408.7388849	24.48706657	232.9350574	77.72373342
310	346.8292314	734.1595444	7.808160814	342.6327323	170.8285946
311	294.306587	1017.229381	1.140282579	334.0534676	217.8150936
312	391.0321466	1245.986168	4.890964086	585.4965343	220.9231925
313	353.5629037	1257.124039	13.36180265	657.0500838	191.5185637
314	427.6986564	1281.393198	16.26404541	907.9384351	206.0015421
315	417.2225108	892.5551271	11.97558471	857.5500988	301.7337644
316	305.0804628	788.6278321	32.2263806	745.8855954	831.0296665
317	400.1987741	949.2755441	44.8027659	848.9414377	943.1019836
318	825.2908277	1030.483188	62.34600934	1085.873133	985.985616
319	820.7746188	1032.469774	102.7855478	999.1027618	918.5970508
320	740.3565526	1191.489824	100.1481866	987.8502086	760.3990065
321	709.4151087	1301.044581	109.818511	960.844081	787.564645
322	628.3270695	1337.348745	101.9064274	804.463355	979.8593828
323	597.5136147	1332.491762	153.7571834	759.2947292	1316.802209
324	592.6483323	1336.121831	189.7696594	703.9820522	1249.413644
325	473.2186722	1121.97582	202.1877545	610.1808036	943.1019836
326	460.4366116	1056.775057	202.1877545	572.3315907	624.5708144
327	453.8890205	737.7922871	202.1877545	477.0263896	711.5008574
328	342.789028	569.6858418	184.8024213	356.9315067	1133.015213
329	205.7526992	475.3044456	166.1752786	216.3545241	1495.19841
330	185.7996877	527.5147571	105.422909	99.21839057	700.634602
331	102.4037704	355.4864363	54.43392573	74.28679817	619.1376867
332	23.95133533	209.0355142	44.31905877	30.29716792	435.3820178
333	34.24083296	69.51219926	77.29105616	43.44547979	410.5172264
334	87.15679829	62.94177762	110.6976314	73.30638607	483.3094945
335	152.1393862	68.7385574	85.20313977	97.79193283	640.8701974
336	246.8324288	82.66411079	47.22130153	114.1961968	852.7621772
337	393.651183	35.39669466	49.15920333	195.3525152	1612.144188
338	537.2528884	19.60355365	105.422909	386.6933072	2135.906134
339	474.6416548	5.824249728	222.0567068	365.7231274	2603.245387
340	268.7186321	11.97572469	215.8476592	213.0384174	3270.6801
341	167.0203827	103.5524409	169.9007071	140.5856649	2819.552567
342	71.63714392	158.6243854	191.0114689	63.5022651	3627.936128
343	81.46625835	96.58966417	140.0972787	54.67855623	4037.46699
344	138.5022013	38.90243249	111.5767518	142.0121226	3863.198538
345	128.875953	50.92210506	107.1811498	291.1571444	2646.51754
346	155.2833171	56.93194134	57.95040734	438.3122114	1231.034944
347	290.2663836	100.4578734	59.70864814	601.9527139	998.2380824
348	429.0081746	196.1396441	32.2263806	675.4876428	879.9278156
349	372.6988917	219.5866807	28.84043071	554.2297932	1897.199523
350	143.3153254	187.9331812	12.3943884	289.727267	2799.04677
351	177.5837417	398.7540508	36.09603762	284.0077572	4397.325973
352	313.1608696	470.3120286	67.62073175	409.2765778	5023.475674
353	215.1423517	708.7303461	102.7855478	367.3362181	5023.475674
354	90.37096012	800.5123249	87.84050097	232.9350574	5046.712088
355	44.20878379	918.1820178	99.26906618	150.5708691	5464.967551
356	74.22375298	640.609939	61.46688894	135.5930628	4694.200523
357	159.9781433	715.9958313	53.55480533	232.9350574	3342.450389
358	188.1471008	500.6786122	46.73759441	255.4102084	3137.392419
359	291.6131181	59.93685948	38.03086612	289.727267	2438.811205
360	322.5880109	58.43440041	60.58776854	285.4376347	1941.05419
361	249.179842	38.4016128	104.5437886	243.9887463	1758.326411
362	219.8371779	39.90407187	76.41193576	292.5870219	2447.465636
363	195.1893402	21.32596664	110.6976314	184.2988264	2222.45044
364	179.9311549	15.91266867	184.8024213	177.666613	1145.267679
365	202.2315795	23.37702209	346.8660244	219.6706308	1384.190774
366	370.0798553	64.87034813	268.3636845	467.3478451	1670.617078
367	425.07962	60.43767917	204.6713736	485.0918434	1524.434855
368	282.1859768	17.38902267	194.7368974	342.6327323	1286.171043
369	181.1048614	30.88931745	164.933469	240.6726396	1670.617078
370	167.0203827	22.31020264	182.3188023	272.5687377	2334.958038
371	372.6988917	53.9270232	205.9131831	393.1456702	2499.392219
372	488.8714806	336.2507204	260.5134505	511.4437263	2447.465636
373	610.4877009	619.5243966	557.5335017	537.7736136	2213.79601
374	564.2895575	670.5865485	698.4962778	467.3478451	2611.899817
375	552.9056969	765.0378568	1029.705536	459.2823913	4011.326722
376	552.9056969	701.4648608	1131.090706	402.8242148	5534.676794
377	587.0572789	617.6075291	1178.260145	438.3122114	6213.485025
378	484.6025329	321.9317902	1087.720937	449.6038467	5612.07391
379	425.07962	101.2315153	1145.999425	431.8598484	3854.485116
380	298.3467904	74.92769224	1112.697432	401.211124	1816.799301
381	239.7901895	56.43112165	1068.834178	417.3420316	1139.141446
382	202.2315795	31.39013714	1090.150365	491.5442064	1685.2353
383	107.2168945	112.8361431	1148.418255	354.0717518	3045.116333
384	81.46625835	306.0218678	1172.641019	361.221139	3959.046187
385	110.4256439	367.1354094	1072.564511	365.7231274	3671.503241
386	110.4256439	621.4412641	1072.564511	312.605306	1853.344856
387	179.9311549	258.2921005	1209.273212	433.4729392	820.1634111
388	317.201073	53.9270232	1160.920058	532.8367598	1255.539877
389	162.3255565	15.42055068	1139.484735	435.0860299	1962.981523
390	75.2583966	5.086072732	1094.369109	378.6278534	2499.392219
391	53.53088048	1.309412454	1082.663278	302.5961639	2101.288412
392	92.77752218	0	1115.809128	329.7638353	2551.318803
393	76.29304023	0	1141.063109	288.2973895	2412.847913
394	124.0628289	0	1121.729843	295.4467767	2499.392219
395	63.35999492	0	1191.571071	161.0860797	1714.471744
396	40.67176898	0	1096.046436	115.6226545	1889.890412
397	75.77571841	0.21434187	1080.121992	175.4558753	3157.898216
398	231.5742436	0.149925953	1046.847131	236.2511641	3680.216664
399	342.789028	0	933.5506381	269.7089828	4327.473138
400	411.9844379	0.149925953	696.9807221	263.9894731	3291.185897
401	370.0798553	2.468898956	562.8687254	182.0880886	3188.656912
402	337.4020901	3.821633208	575.3175808	161.0860797	4318.741533
403	268.7186321	3.563969541	350.006118	92.91462801	3178.404013
404	228.0531239	4.347895736	252.6632165	107.777137	3424.473577
405	228.0531239	8.284839715	385.8667208	139.872436	6195.424155
406	155.2833171	22.80232064	462.0462068	185.4041953	6875.873355
407	140.106576	224.8812634	340.5858372	214.1437863	6877.800112
408	252.5578184	632.942469	460.2324095	304.0260414	6801.897304
409	313.1608696	800.5123249	530.857383	271.1388603	6816.098607
410	417.2225108	539.015962	762.1496183	291.1571444	6863.436287
411	341.4422935	476.9685847	940.5735684	209.7223108	6886.373936
412	260.6382253	471.9761676	1021.638903	256.8400859	6779.337797
413	280.8392423	400.4181898	897.0738769	286.8675121	6606.183704
414	101.6015831	126.970886	941.7440568	182.0880886	6043.11045
415	50.94427142	106.6470083	944.0850336	83.11050704	5588.895095
416	119.2497048	110.5152176	810.6270111	189.8256708	4895.027424
417	267.3718976	212.5525697	724.2607252	378.6278534	3403.96778
418	253.9045529	378.7843826	646.4538973	251.1205761	2629.208678
419	137.7000139	176.2096629	409.4460855	104.9242215	1743.708189
420	47.4242518	129.3155896	295.0544801	43.44547979	1524.434855
421	22.34360133	152.7626263	193.4950879	25.58845912	1648.689744
422	31.99000535	32.39177652	198.462326	32.92683029	1926.435968
423	27.16680334	3.757217291	140.0972787	31.42416608	2464.774497
424	19.15331212	3.757217291	168.6588976	41.19148347	2542.664372
425	13.28452316	4.593954735	191.0114689	26.54050739	2516.701081
426	10.82341811	6.808485723	178.5933737	28.41883765	4598.152874
427	6.019196924	9.761193707	195.9787069	29.54583581	6074.344982
428	7.794365742	16.40478667	251.0931697	31.79983213	6642.24879
429	13.85247047	31.39013714	334.30565	62.52185301	6847.79173
430	12.90589161	101.2315153	534.4141989	47.20214032	6876.059668
431	5.887572707	144.5561635	492.8807606	18.75679492	6862.795921
432	17.63878593	318.7498057	553.9766859	40.44015136	6877.085627
433	25.23752253	951.4864869	642.8970815	53.21279718	6784.540154
434	17.44947016	1081.065538	404.0046937	47.95347243	6659.80159
435	17.07083861	579.2701793	227.0239448	53.21279718	6893.416818
436	17.82810171	285.3389686	101.027307	60.56102881	6684.420379
437	18.20673325	357.1505753	130.1628026	46.82647427	6660.281333
