windGenerators:	TESLA_WIND	MOHAVE_WIND	IMPRLVLY_WIND	VACA-DIX_WIND	ADELANTO_WIND
55	238.6164829	1356.806518	52.67568493	156.6646042	6118.073327
56	133.6890771	1350.596591	100.1481866	129.8872319	5968.147574
57	108.0190819	785.0179412	101.9064274	193.1417775	4755.321754
58	168.1940893	437.0292482	176.1097547	248.2608212	3188.656912
59	276.7990389	571.6027093	214.6058497	401.211124	3898.052229
60	294.306587	804.0780732	209.6386116	438.3122114	4203.022019
61	252.5578184	1023.803671	376.7977344	309.7455511	3697.643509
62	344.1357624	1162.057475	651.789121	338.3431	2447.465636
63	368.7703371	1337.348745	591.323252	231.8296885	2161.869426
64	453.8890205	1314.160549	478.3703823	332.6235902	2516.701081
65	456.508057	972.5242131	407.6322882	246.8309438	3198.90981
66	337.4020901	1023.803671	309.1849013	132.0269185	2334.958038
67	396.2702195	1214.373329	402.1908964	122.0417143	2369.57576
68	446.0319113	1072.116413	340.5858372	125.6078587	1458.652854
69	487.448498	955.4310606	222.0567068	271.1388603	885.3609433
70	504.524289	1200.554046	166.1752786	341.2028548	499.6088776
71	380.556001	1159.0962	84.32401937	341.2028548	460.2468091
72	357.6031071	992.2470814	98.38994578	215.2491552	597.405176
73	367.4608189	638.6930715	187.2860403	139.1592072	201.8635483
74	367.4608189	573.5195768	376.7977344	109.9168236	195.6565576
75	313.1608696	775.9360846	709.1051679	62.52185301	233.3555882
76	311.8141351	927.0963884	820.3871411	53.58846323	273.7608741
77	291.6131181	430.3726921	619.7777786	58.60020462	203.9325452
78	387.103592	302.8398833	802.2611854	97.79193283	295.5175665
79	442.1033567	81.89046893	880.3422255	139.872436	441.5982156
80	334.7086211	29.88767806	841.3017054	72.81618003	1028.869248
81	288.9196491	16.65084567	884.5251384	74.77700422	1853.344856
82	322.5880109	41.90735063	975.6882201	127.0343164	4037.46699
83	375.3179281	56.43112165	1070.965797	146.2914959	4528.300039
84	413.2939561	87.30596192	1091.051137	193.1417775	5457.222079
85	453.8890205	55.42948227	1039.788827	299.7364091	5943.159948
86	383.1750374	51.42292475	1017.605586	173.2451375	5612.07391
87	275.4523044	114.3834268	827.3586626	112.0565102	4746.590149
88	224.5320042	102.0051572	471.1151932	88.01256753	3239.921404
89	157.6307302	78.79590151	339.0157904	72.81618003	2577.282095
90	117.6453301	117.4779943	158.7244215	41.94281557	2901.575754
91	130.4803277	66.41763184	44.8027659	51.33446691	2993.851841
92	117.6453301	45.91390815	29.32413784	50.95880086	4650.542501
93	111.2278313	50.42128537	47.40096253	49.8318027	4676.737314
94	177.5837417	130.4879415	199.7041355	104.9242215	4571.958061
95	186.9733942	668.7701772	669.700719	116.3358834	5193.876047
96	231.5742436	1162.057475	948.7669871	103.4977638	5880.690884
97	189.3208074	1360.94647	1074.072017	54.67855623	4781.516567
98	179.9311549	1122.917033	1031.722194	47.95347243	4020.040145
99	237.4427764	861.5358438	851.0618355	91.93421592	4388.594369
100	325.2814798	1071.33646	750.0251725	142.7253515	3671.503241
101	357.6031071	1245.974858	559.3119096	123.4681721	2326.303607
102	363.5322643	1117.925365	487.4393687	124.1814009	2021.454413
103	295.6533215	893.4674589	487.4393687	102.071306	2300.340316
104	120.0518922	1331.609199	700.0118335	37.05915688	2213.79601
105	68.53321304	873.6101644	941.7440568	9.790235656	2629.208678
106	99.195021	967.2647816	948.7669871	10.64419368	3627.936128
107	176.4100352	746.8741436	968.6652897	17.9028369	2993.851841
108	172.8889155	290.1119453	1109.334933	24.52101159	1758.326411
109	199.8841664	531.348492	1145.999425	23.02658505	1897.199523
110	290.2663836	648.2774089	1077.73034	36.30782477	1772.944634
111	443.4128749	596.5219867	1043.822143	63.99247115	1218.782478
112	345.4824969	781.3851986	995.5865227	33.30249635	765.8321342
113	332.0151522	1023.803671	996.7570111	50.20746875	630.0039421
114	163.499263	998.8213709	860.8219655	38.93748715	391.8686329
115	161.1518499	754.1396289	632.226634	43.82114584	224.0312914
116	86.63947648	445.3499433	378.6115317	33.6781624	139.7936409
117	125.6672036	447.0140823	630.4482261	46.45080822	146.0006316
118	181.1048614	617.6075291	768.2118412	96.3654751	248.8960828
119	230.400537	725.0776879	692.4340549	142.7253515	435.3820178
120	413.2939561	714.17946	730.3229481	281.1480023	852.7621772
121	571.4044704	708.7303461	662.4595685	436.6991207	814.7302834
122	486.0255155	679.668405	496.5083551	410.8896686	906.3445844
123	366.1513007	540.9328295	451.163423	230.7243197	1553.671299
124	430.3176928	447.0140823	404.0046937	292.5870219	1809.490189
125	435.5557656	850.4328007	409.4460855	272.5687377	2343.612469
126	372.6988917	918.1820178	700.0118335	288.2973895	2788.793871
127	357.6031071	1166.992933	552.198278	312.605306	2952.840247
128	363.5322643	1064.445735	509.2049361	342.6327323	2352.266899
129	388.4131102	659.6883206	639.3402656	349.7821195	1816.799301
130	505.9472716	523.6810221	575.3175808	499.9244007	1824.108412
131	581.3653485	337.8417126	561.0903175	501.5700186	1480.580188
132	484.6025329	109.7415757	443.9082339	377.0147627	543.0738991
133	564.2895575	117.4779943	564.6471334	570.6859727	342.1390503
134	515.9081497	306.0218678	414.8874774	593.7246241	404.3010286
135	531.5609581	328.2957592	474.7427877	567.3947368	651.7364528
136	466.9842026	468.6478896	529.0789751	467.3478451	896.2271987
137	491.7174458	433.7009702	585.9880283	406.0503963	1065.626648
138	413.2939561	766.8542281	634.0050419	412.5027593	1182.025079
139	404.1273287	1152.186559	539.7494226	462.5085728	1390.317007
140	425.07962	1333.523649	725.7762809	464.1216636	2291.685885
141	421.1510654	1297.529587	728.8073923	544.3560854	2257.068163
142	260.6382253	1253.407645	841.3017054	460.895482	1347.433375
143	321.2412764	1353.908552	845.4846183	555.8754111	1231.034944
144	375.3179281	1252.994713	1072.055359	662.078509	2021.454413
145	374.0084099	1332.771544	1250.303152	633.5840996	1897.199523
146	371.3893735	1254.233511	1210.938311	567.3947368	1867.963079
147	444.7223931	1335.164606	1107.203314	554.2297932	1838.726634
148	541.5218362	1332.70317	1091.749079	670.4592177	1539.053077
149	455.1985387	1305.999502	1020.630574	580.5596805	2006.83619
150	471.7956896	1303.376309	987.393104	491.5442064	2265.722593
151	562.8665749	1364.672427	1086.952937	573.9772086	1816.799301
152	520.1770975	1328.009431	1032.730523	541.0648495	1096.257814
153	344.1357624	1176.863849	937.0621033	373.7885812	521.3413883
154	299.6935249	1072.116413	839.9074012	439.9253022	426.057721
155	336.0553556	1204.502413	931.2096613	547.6473214	494.1757499
156	414.6034743	1051.415686	851.0618355	504.8612545	413.6253253
157	394.9607012	958.0607763	862.2162698	475.4132989	385.6524351
158	372.6988917	1248.326166	838.5130969	393.1456702	357.6795449
159	474.6416548	1332.566424	908.2283112	386.6933072	348.3552481
160	430.3176928	1006.76816	924.186731	355.5016292	477.8763669
161	409.3654015	802.1745033	892.8909641	282.5778798	640.8701974
162	217.4897648	965.2457152	562.8687254	175.4558753	413.6253253
163	313.1608696	1014.753246	340.5858372	232.9350574	532.2076437
164	290.2663836	793.1433892	274.6438717	227.408213	532.2076437
165	244.4850157	1030.057492	268.3636845	255.4102084	441.5982156
166	201.057873	1354.736542	376.7977344	279.7181249	292.4094676
167	203.4052861	1295.736655	273.0738249	315.4650609	298.6256654
168	321.2412764	1310.080111	235.3927017	348.352242	559.3732822
169	411.9844379	1361.77446	142.5808978	396.3718518	532.2076437
170	545.7907839	1305.597781	169.9007071	514.7349623	1157.520146
171	618.5965048	1339.004725	151.2735644	648.6693752	1809.490189
172	487.448498	1325.320033	89.59874177	608.5351857	1765.635522
173	353.5629037	1314.160549	68.49985215	585.4965343	1846.035745
174	329.3216833	1335.916712	115.0932334	683.8683515	3086.127927
175	275.4523044	1220.295878	164.933469	633.5840996	4432.252391
176	212.7949386	839.7355559	115.0932334	603.5983318	5100.930389
177	205.7526992	575.4364443	141.3390882	750.9140206	5457.222079
178	123.2606416	298.0669066	133.8882312	698.953627	6344.426334
179	125.6672036	517.9304196	105.422909	633.5840996	6421.185032
180	235.0953632	939.5765074	151.2735644	739.1810285	6303.789376
181	279.4925078	821.9068145	295.0544801	883.3760823	6539.205688
182	203.4052861	887.8731575	324.8853692	626.8795327	6630.543494
183	222.1845911	569.6858418	291.9143865	587.1421523	6866.96238
184	155.3481357	659.6883206	306.0448077	564.1035009	6864.224892
185	94.38189688	468.6478896	276.2139185	457.6693005	6843.504818
186	89.22608554	367.1354094	254.2332633	536.1279957	6869.932705
187	246.8324288	202.0014032	487.4393687	603.5983318	6688.618186
188	239.7901895	298.0669066	748.5096168	565.7491189	6658.653173
189	223.3582976	216.0696252	920.6752658	524.60867	6847.655269
190	194.0156336	97.36330603	1006.513966	380.2409442	6850.625593
191	216.3160583	141.039108	1006.513966	418.9551224	6875.873355
192	330.6684177	333.0687359	1111.032332	550.9385573	6849.140431
193	405.4368469	350.4940192	1076.294844	633.5840996	6866.96238
194	417.2225108	231.2452323	1069.030371	623.3457473	6642.25586
195	423.7701018	267.8380539	787.9140657	727.4480364	6710.187586
196	449.9604659	315.5678212	874.7650083	757.6185875	6782.804257
197	443.4128749	102.0051572	700.0118335	712.3627609	6870.655259
198	367.4608189	224.8812634	701.5273893	588.7877702	6862.795921
199	302.3869938	106.6470083	429.3978556	478.6394804	6837.259132
200	314.5076041	24.37866147	478.3703823	475.4132989	6807.555883
201	60.25606404	41.40653094	505.5773416	186.5095641	6621.64017
202	19.34262789	35.39669466	644.6754894	77.71824051	6093.085701
203	18.96399634	88.85324563	617.9993707	59.09041067	5372.021892
204	16.12425975	115.9307105	587.7664362	58.60020462	4991.075073
205	13.09520738	119.7989198	678.7940534	26.54050739	5271.330763
206	18.77468057	112.8361431	671.2162747	39.3131532	5093.184918
207	24.27288213	216.0696252	603.7721074	53.69814413	6024.369731
208	29.09608415	600.3557217	566.4255413	64.4826772	6434.730685
209	33.59773936	983.0430762	483.8117742	59.09041067	5824.468727
210	26.20216294	777.752456	646.4538973	41.94281557	5387.512836
211	26.52370974	496.8448772	527.3005672	47.95347243	4790.248171
212	47.4242518	228.0632478	359.4263988	36.30782477	3941.619342
213	62.8426731	239.2001935	323.3153224	25.58845912	3496.243866
214	51.46159323	567.7689743	637.5618577	21.318669	3932.905919
215	108.0190819	422.051997	463.860004	30.29716792	4772.784963
216	100.7993957	565.8521069	429.3978556	38.93748715	5457.222079
217	132.0847024	937.7936332	706.0740564	89.97339172	6549.509999
218	80.43161473	1005.39566	810.6270111	102.071306	6285.728506
219	61.29070767	721.4449452	821.7814454	111.3432813	6163.817632
220	82.50090198	430.3726921	1005.505637	217.459893	6516.02099
221	86.63947648	583.1039143	772.7585084	187.614933	6609.461234
222	137.7000139	1285.766125	626.8914103	266.8492279	6872.90303
223	181.1048614	1133.246482	489.253166	273.9986151	6869.940774
224	278.1457734	1244.323128	689.4029434	234.0404263	6866.592132
225	385.7940738	1251.446162	642.8970815	258.2699633	6880.328842
226	292.9598525	1134.760284	521.9653435	288.2973895	6663.33812
227	259.2914908	1226.218427	374.9839371	294.0168993	6623.516074
228	152.9415736	1025.118529	141.3390882	248.2608212	6513.444913
229	83.01822379	529.4316245	78.17017656	171.0343997	5961.900667
230	61.29070767	175.0373111	93.99434378	132.7401474	5403.003779
231	46.45961139	83.43775264	130.1628026	81.6398889	4886.29582
232	20.28920675	57.43276103	187.2860403	49.08047059	2776.333999
233	11.20204965	184.4161257	188.5278498	23.15951291	1553.671299
234	3.452524695	331.4777437	133.8882312	13.84653628	1970.290635
235	1.478161443	1046.156255	81.68665816	8.167965197	4002.6133
236	3.189276262	1285.875529	72.89545416	9.985304812	5279.076234
237	3.452524695	1333.11341	84.32401937	9.149767137	5193.876047
238	4.373894213	1251.446162	99.26906618	15.76794183	4598.152874
239	5.690136382	1262.36615	45.64272173	24.52101159	3636.649551
240	12.90589161	1340.246711	40.93310888	49.8318027	3697.643509
241	14.79904934	1226.218427	64.98337055	87.52236148	4432.252391
242	14.04178625	1019.859097	94.87346418	148.4311825	4081.034103
243	45.17342419	798.7294508	81.68665816	227.408213	3024.610536
244	124.8650163	792.2834265	86.96138057	355.5016292	3362.956186
245	88.70876373	1059.33195	143.8227073	262.5595956	3845.771693
246	75.2583966	1159.0962	210.8804211	282.5778798	3758.637467
247	34.24083296	1151.199468	373.1701398	196.4578841	2750.370707
248	19.91057521	393.7616337	269.9337313	211.9330486	2205.141579
249	20.85715407	135.1773488	367.728748	285.4376347	2611.899817
250	32.63309895	58.9352201	429.3978556	338.3431	3723.783777
251	51.97891504	91.17417119	545.0846463	412.5027593	4362.399556
252	54.04820229	510.2629496	888.7080512	258.2699633	5170.639633
253	69.05053485	862.9129196	1025.672219	175.4558753	4423.520786
254	80.43161473	475.3044456	1082.156795	220.7759997	4318.741533
255	86.12215466	448.6782213	1081.060539	126.3210875	4344.936347
256	125.6672036	383.7767996	1078.105333	161.0860797	3116.886622
257	152.9415736	306.0218678	1017.605586	208.6169419	2265.722593
258	118.4475174	715.9958313	962.8128478	162.1914486	2196.487148
259	97.59064629	1180.812215	1009.538953	110.6300525	2464.774497
260	102.4037704	1334.549247	923.0162426	137.0195206	4272.7294
261	47.4242518	842.3768747	1067.235464	107.0639081	4685.468918
262	47.4242518	597.8042892	1189.292016	127.7475453	5627.622453
263	33.91928616	666.7077912	1150.343538	75.26721027	5348.785478
264	80.43161473	920.5292361	1199.227098	186.5095641	5542.422266
265	78.36232748	1030.128441	946.2852168	204.1954663	6208.969808
266	259.2914908	1035.236804	880.2350681	334.0534676	6595.879394
267	394.9607012	1025.932366	1052.501428	355.5016292	6018.122825
268	340.095559	1248.039521	930.589102	217.459893	4414.789182
269	314.5076041	1090.014662	891.6857591	208.6169419	3475.738069
270	313.1608696	535.182227	1090.721011	193.1417775	2101.288412
271	222.1845911	914.6162695	987.9626816	64.97288325	2750.370707
272	88.70876373	882.5245351	1045.119788	34.05382845	4020.040145
273	153.7437609	887.8731575	987.9626816	74.28679817	3209.162709
274	213.9686451	802.2951991	1077.952668	117.0491123	3610.509283
275	243.3113092	334.6597281	1139.484735	261.1297182	4159.454906
276	306.4271973	117.4779943	1174.306119	316.8949383	4098.460948
277	136.0956392	124.4407709	1061.972067	105.6374504	3924.192496
278	80.43161473	125.9880547	1026.680548	66.4435014	3209.162709
279	74.22375298	325.1137747	987.393104	74.77700422	2231.104871
280	70.08517848	162.1414409	809.2327068	63.01205906	2430.156775
281	38.09939457	94.26873861	704.5585007	24.66217712	2283.031454
282	13.09520738	54.42784289	539.7494226	12.13862023	1473.271077
283	13.09520738	35.39669466	869.1877912	14.91398381	2334.958038
284	15.93494398	84.2113945	1073.097416	12.99257825	4668.00571
285	25.23752253	60.93849886	1194.287315	20.03773196	6100.604587
286	43.88723699	34.39505528	1130.128065	36.68349083	6598.455472
287	59.22142042	106.6470083	1145.53033	25.78917528	6652.5531
288	195.1893402	380.4485216	1204.277913	44.19681189	6353.456769
289	163.499263	313.976829	1201.041314	47.57780638	6335.395899
290	282.1859768	121.3462035	1184.035994	69.38473769	6123.180675
291	313.1608696	67.19127369	1182.631617	93.51255963	5637.061536
292	330.6684177	21.57202564	1067.768369	149.8576402	4929.953842
293	377.9369646	20.09567165	834.330184	137.7327494	3362.956186
294	418.532029	13.94419668	906.6294052	132.7401474	3393.714881
295	377.9369646	3.363659741	941.7440568	91.44400987	2213.79601
296	345.4824969	3.628385457	956.9604059	53.21279718	1473.271077
297	353.5629037	22.8762024	686.371832	28.41883765	831.0296665
298	400.1987741	110.5152176	630.4482261	24.66217712	782.1315173
299	401.5082923	158.6243854	657.1243448	47.57780638	738.6664958
300	474.6416548	115.1570687	756.0873954	129.174003	695.2014743
301	465.6746844	240.7911858	483.8117742	236.2511641	630.0039421
302	444.7223931	402.0823288	454.7910176	219.6706308	494.1757499
303	354.9096382	261.474085	433.0254502	194.2471464	410.5172264
304	240.963896	398.7540508	373.1701398	196.4578841	613.704559
305	384.4845556	430.3726921	373.1701398	241.7780085	1743.708189
306	385.7940738	310.7948445	562.8687254	230.7243197	4281.442822
307	477.48762	348.8298802	235.3927017	312.605306	5968.147574
308	483.1795503	807.6438215	238.5327953	234.0404263	6348.941552
309	440.7938385	923.5306402	141.3390882	232.9350574	6544.357843
310	460.4366116	790.4670551	141.3390882	228.5135819	6680.889953
311	471.7956896	415.395441	191.0114689	217.459893	6639.913387
312	487.448498	256.7011082	171.1425166	167.7182931	6783.793284
313	460.4366116	448.6782213	146.3063263	73.79659212	6675.050486
314	473.2186722	754.1396289	182.3188023	111.3432813	6127.695892
315	585.6342963	994.8767972	288.7742929	214.1437863	6105.119804
316	646.1664382	779.5688273	378.6115317	261.1297182	6353.456769
317	615.3529833	519.8472871	131.4046121	183.1934575	6608.759782
318	634.8141127	734.1595444	104.5437886	292.5870219	6653.968227
319	667.2493283	820.1239404	142.5808978	319.7546932	6696.132746
320	623.4617872	857.5642972	164.933469	281.1480023	6684.420379
321	497.4093761	344.2056816	394.9357072	106.3506792	6604.776288
322	397.5797377	496.8448772	337.4457436	46.82647427	6774.88231
323	385.7940738	750.5068863	163.6916595	38.93748715	6820.922345
324	342.789028	752.3232576	128.9209931	32.55116424	6801.615234
325	432.9367292	642.5268065	179.8351832	33.30249635	6658.653173
326	484.6025329	165.6584964	220.8148973	66.4435014	6642.24879
327	527.2920104	64.87034813	380.425329	122.7549432	6093.085701
328	505.9472716	53.9270232	478.3703823	156.6646042	6150.27198
329	572.827453	35.89751435	589.5448441	149.1444113	6172.848068
330	511.639202	108.194292	681.8251648	128.4607742	6181.878503
331	524.4460452	60.43767917	1034.747181	214.1437863	5955.653761
332	423.7701018	53.42620351	725.7762809	193.1417775	5426.240193
333	406.7463651	37.39997342	521.9653435	232.9350574	5943.159948
334	575.6734182	60.43767917	503.7635443	328.3339579	6208.969808
335	696.4410224	56.93194134	666.6696075	499.9244007	6321.850246
336	822.2800218	275.7930151	814.809924	712.3627609	6682.077906
337	831.3124395	600.3557217	888.7080512	790.1155864	6637.570914
338	944.6550459	585.0207818	1032.730523	771.4634872	6721.899952
339	946.6228675	964.6350658	947.5964988	569.0403548	6757.037051
340	819.2692159	928.8792626	877.5536169	381.8540349	6642.24879
341	691.5757401	1035.637392	944.0850336	259.6998407	6564.966464
342	767.3757589	998.8213709	1004.497308	324.0443256	6285.728506
343	589.4048108	1100.242233	892.8909641	185.4041953	6452.791555
344	438.1748021	1162.057475	742.4473939	159.9807108	6675.737798
345	362.2227461	659.6883206	721.2296137	171.0343997	6653.968227
346	527.2920104	320.340798	632.226634	338.3431	6675.737798
347	520.1770975	59.43603979	532.6357909	322.6144481	6100.604587
348	406.7463651	36.39833404	657.1243448	234.0404263	4982.343468
349	290.2663836	73.38040853	559.3119096	189.8256708	5026.00149
350	255.2512874	78.02225966	456.6048149	186.5095641	4694.200523
351	329.3216833	52.92538382	193.4950879	188.7203019	4159.454906
352	425.07962	50.92210506	82.56577857	281.1480023	2784.988429
353	457.8175752	132.8326451	48.28008293	308.3156737	1626.762411
354	313.1608696	142.2114598	21.58482381	135.5930628	1084.005347
355	353.5629037	78.79590151	21.10111668	114.1961968	998.2380824
356	421.1510654	115.1570687	49.15613004	76.24762236	630.0039421
357	370.0798553	325.1137747	80.80753776	46.45080822	467.0101115
358	453.8890205	558.1846369	198.462326	82.13009495	809.2971557
359	525.8690278	998.8213709	205.9131831	91.44400987	2170.523857
360	586.1612892	1322.613061	376.7977344	69.87494373	4344.936347
361	541.5218362	1288.564927	701.5273893	113.4829679	6621.64017
362	430.3176928	1277.807334	703.042945	208.6169419	6367.002422
363	411.9844379	1322.613061	715.1673908	356.9315067	6080.591889
364	325.2814798	1335.369726	906.834007	304.0260414	6526.325301
365	271.412101	1291.226119	1021.638903	255.4102084	6677.39296
366	315.8543385	1194.631497	1023.655561	286.8675121	6634.520557
367	360.9132279	1315.909344	737.9007267	381.8540349	6707.845112
368	345.4824969	1033.007676	623.3345944	391.5325795	6712.530059
369	165.8466761	1277.966133	277.7839653	234.0404263	6637.570914
370	194.0156336	1299.02611	288.7742929	342.6327323	6678.313876
371	310.4674007	1200.554046	285.6341993	588.7877702	6518.597068
372	238.6164829	688.7502616	167.4170881	531.1911418	5924.419229
373	96.78845894	341.0236971	103.6646682	475.4132989	5868.197072
374	122.4584542	581.1870468	103.6646682	503.2156366	5949.406855
375	162.3255565	710.5467174	90.47786217	493.3419288	5596.640567
376	104.8103325	1152.658532	72.89545416	425.4074854	5619.876981
377	110.4256439	1166.992933	42.38423027	577.2684445	5333.294535
378	122.4584542	896.7875282	18.19887392	628.5556745	4316.296513
379	140.9087633	944.9121975	5.724448866	663.7546507	4072.32068
380	171.7152089	939.5765074	6.974676035	650.3455169	3332.19749
381	185.7996877	905.7018988	8.016532009	601.9527139	4571.958061
382	121.6562669	812.9924439	9.683501568	513.0893443	5596.640567
383	88.19144191	843.3013041	11.55884232	349.7821195	6181.878503
384	176.4100352	1063.167289	15.78033829	441.538393	6199.939373
385	295.6533215	1244.42617	14.81292403	640.2886666	6168.33285
386	271.412101	1198.579863	10.94326702	670.4592177	5581.149624
387	439.4843203	1195.618589	17.23145967	675.4876428	5108.675861
388	511.639202	1166.005841	11.91068127	724.095753	3959.046187
389	381.8655192	1148.823193	33.67750198	527.8999059	3444.979374
390	252.5578184	993.5619393	295.0544801	393.1456702	3260.427201
391	211.621232	706.9139747	532.6357909	279.7181249	3239.921404
392	284.8794457	323.5227824	580.6528046	229.6189508	3598.772851
393	218.6634714	143.3838116	550.4198701	182.0880886	2840.058364
394	223.3582976	239.2001935	481.9979769	161.0860797	2153.214995
395	204.5789927	199.6566995	523.7437514	141.2988938	2922.081551
396	204.5789927	164.4861446	548.6414621	115.6226545	3065.62213
397	223.3582976	408.7388849	521.9653435	115.6226545	2499.392219
398	183.4522746	317.1588135	427.5840584	145.578267	1955.672412
399	205.7526992	296.4759143	394.9357072	184.2988264	1267.792343
400	158.8044368	357.1505753	382.2391263	190.9310397	1626.762411
401	122.4584542	192.6225886	423.9564638	127.0343164	1641.380633
402	108.8212692	325.1137747	252.6632165	131.3136896	1999.527079
403	62.8426731	375.4561045	404.0046937	143.4385804	2430.156775
404	30.06072455	410.4030239	610.8857391	132.0269185	3270.6801
405	31.66845855	93.49509676	750.0251725	178.7719819	2352.266899
406	31.34691175	84.98503635	695.4651663	168.8236619	2681.135262
407	24.91597573	95.04238046	411.2598828	144.1518092	3270.6801
408	67.49856942	388.7692167	489.253166	341.2028548	3383.461983
409	125.6672036	951.4864869	710.6207236	383.4671257	3116.886622
410	115.238768	1197.592772	626.8914103	334.0534676	4458.447204
411	44.53033059	1153.173651	725.7762809	122.7549432	5961.900667
412	38.09939457	1224.244244	1044.830473	106.3506792	6649.977023
413	29.73917775	1311.828821	996.7570111	89.97339172	6803.100396
414	20.09989098	1168.192487	1126.018229	69.38473769	6831.318482
415	11.20204965	1241.432599	1138.791839	33.6781624	6879.215514
416	14.04178625	1107.942028	1226.183905	61.54144091	6789.273922
417	11.5806812	1084.647576	1182.110711	94.22578849	6481.764532
418	8.930260379	1349.7686	1150.343538	135.5930628	5523.606744
419	6.090523786	1317.65814	1160.003595	123.4681721	5947.161522
420	14.60973357	1341.456422	1169.473838	268.2791054	6652.751507
421	24.59442893	1162.057475	1163.820521	346.9223646	6865.01421
422	38.09939457	745.0577723	1107.702133	304.0260414	6882.371359
423	76.81036204	433.7009702	1117.692731	329.7638353	6867.797318
424	106.4147072	329.8867514	1184.035994	423.7943946	6850.625593
425	90.37096012	148.073219	1150.988603	459.2823913	6778.119311
426	104.0081451	82.66411079	1213.414891	506.5068725	6629.368402
427	42.27950298	65.64398998	1172.641019	308.3156737	5924.419229
428	38.42094137	121.3462035	1019.622245	238.4619019	5899.431604
429	89.22608554	512.1798171	940.5735684	391.5325795	5612.07391
430	95.98627159	909.2676471	805.049794	380.2409442	4537.031644
431	70.60250029	979.0985025	646.4538973	359.7912616	4353.667951
432	116.0409554	997.506513	414.8874774	467.3478451	5843.209446
433	108.0190819	577.3533118	345.2959776	356.9315067	5868.197072
434	145.7218874	512.1798171	244.8129825	385.0802165	4519.568435
435	272.7588355	440.3575263	114.214113	410.8896686	4142.028061
436	292.9598525	403.7464678	113.3349926	341.2028548	4220.448864
437	311.8141351	646.3605414	70.25809295	312.605306	4982.343468
