windGenerators:	TESLA_WIND	MOHAVE_WIND	IMPRLVLY_WIND	VACA-DIX_WIND	ADELANTO_WIND
61	144.1175127	27.8843993	429.3978556	178.7719819	3014.357638
62	172.8889155	19.84961265	449.3496258	186.5095641	1984.908857
63	121.6562669	12.71390169	332.7356032	177.666613	1237.161177
64	69.56785667	16.89690467	274.6438717	146.2914959	553.9401545
65	49.39230598	20.34173065	273.0738249	129.8872319	422.9496221
66	55.60016773	52.42456413	285.6341993	155.5592353	657.1695805
67	42.60104978	84.98503635	290.3443397	142.7253515	624.5708144
68	44.85187739	204.3461069	387.6805181	117.0491123	792.9977727
69	45.81651779	433.7009702	307.6148545	100.6448483	1292.297276
70	39.06403497	560.1015044	247.9530761	106.3506792	1641.380633
71	41.95795618	450.3423604	321.7452756	112.0565102	1707.162633
72	53.53088048	296.4759143	607.3289232	139.872436	2870.817059
73	93.57970953	301.248891	986.2226156	122.0417143	2334.958038
74	104.0081451	99.68423159	1096.545221	119.1887989	2901.575754
75	133.6890771	95.04238046	1070.432892	151.2840979	4237.875709
76	155.2833171	103.5524409	1069.030371	216.3545241	4694.200523
77	129.6781404	123.6671291	927.6981962	224.0921063	5503.694908
78	85.08751104	84.2113945	722.7451694	173.2451375	5007.984731
79	78.36232748	30.88931745	684.8562763	165.5075553	4133.314638
80	90.37096012	39.90407187	605.5505153	172.1397686	4011.326722
81	76.29304023	129.3155896	520.1869356	145.578267	3976.473032
82	69.05053485	294.8849221	329.5955096	128.4607742	3280.932998
83	70.08517848	352.1606428	233.8226549	151.2840979	2646.51754
84	52.49623685	383.7767996	158.7244215	169.9290308	2689.789693
85	87.15679829	239.2001935	88.71962137	218.5652619	2819.552567
86	203.4052861	206.6908105	93.99434378	282.5778798	2577.282095
87	244.4850157	159.7967373	79.92841736	255.4102084	2952.840247
88	208.1001123	213.7249215	102.7855478	200.8793597	2767.679568
89	137.7000139	277.3840074	95.75258458	124.1814009	3967.759609
90	206.9264058	435.3651092	75.53281536	162.1914486	4037.46699
91	202.2315795	373.7919655	72.89545416	195.3525152	2542.664372
92	242.1376026	350.4940192	81.68665816	208.6169419	2326.303607
93	195.1893402	341.0236971	90.47786217	190.9310397	2733.061846
94	110.4256439	217.241977	115.9723538	137.0195206	3496.243866
95	80.43161473	290.1119453	126.4373741	140.5856649	4150.741484
96	210.4475255	307.61286	156.2408024	292.5870219	5317.803592
97	413.2939561	325.1137747	174.8679452	393.1456702	6335.395899
98	491.7174458	512.1798171	263.6535441	446.3776652	6693.790273
99	525.8690278	654.2392067	541.5278305	454.443119	6835.64548
100	507.3702542	759.5887428	637.5618577	449.6038467	6842.790333
101	518.7541149	596.5219867	404.0046937	406.0503963	6831.358568
102	504.524289	962.00535	262.0834973	397.9849425	6668.023067
103	444.7223931	1303.084843	215.8476592	342.6327323	6213.485025
104	476.0646374	1332.771544	189.7696594	397.9849425	5761.999663
105	498.8323587	1198.579863	188.5278498	361.221139	4150.741484
106	521.60008	1025.118529	136.3718502	385.0802165	1992.217968
107	481.7565677	435.3651092	93.99434378	368.9493089	744.0996235
108	440.7938385	198.4843477	67.62073175	318.3248158	472.4432392
109	410.6749197	126.7616965	74.65369496	301.1662865	363.8957427
110	326.6282143	48.91882629	83.44489897	265.4193505	206.0015421
111	282.1859768	23.87784178	94.87346418	271.1388603	203.9325452
112	271.412101	44.91226877	70.25809295	222.9867374	131.5176532
113	145.7218874	60.93849886	49.15613004	149.8576402	71.51674268
114	91.17314747	74.92769224	55.31304614	125.6078587	214.7069947
115	77.84500566	111.2888594	106.3020294	125.6078587	444.7063145
116	53.53088048	226.4722556	158.7244215	88.50277358	771.2652619
117	55.08284592	315.5678212	142.5808978	87.52236148	943.1019836
118	53.01355867	325.1137747	112.4558722	123.4681721	722.3671127
119	124.0628289	463.6554725	112.4558722	241.7780085	575.6726652
120	261.9849597	613.7737941	168.6588976	412.5027593	787.564645
121	385.7940738	550.5171669	307.6148545	559.166647	798.4309004
122	387.103592	786.8343125	571.760765	521.3174341	1175.898845
123	435.5557656	1027.748244	753.056284	564.1035009	1692.544411
124	507.3702542	1200.554046	485.6255714	643.64095	3280.932998
125	535.8299059	1206.476596	263.6535441	677.1637846	4246.589132
126	435.5557656	1092.571555	210.8804211	539.4192316	5209.36699
127	329.3216833	674.2192911	287.2042461	504.8612545	5255.83982
128	305.0804628	925.3135143	329.5955096	569.0403548	4168.168329
129	313.1608696	794.0997978	299.7646205	611.8264216	3424.473577
130	322.5880109	560.1015044	304.4747609	578.9140625	2283.031454
131	310.4674007	453.6706384	282.4941057	603.5983318	1261.66611
132	276.7990389	296.4759143	244.8129825	542.7104675	885.3609433
133	284.8794457	333.0687359	318.605182	577.2684445	841.8959218
134	307.7739317	234.4272168	233.8226549	534.4823777	532.2076437
135	327.9749488	98.13694788	158.7244215	536.1279957	460.2468091
136	315.8543385	27.8843993	161.2080405	441.538393	467.0101115
137	179.9311549	18.12719966	111.5767518	345.4924872	388.760534
138	136.0956392	14.43631468	88.71962137	259.6998407	345.2471492
139	104.0081451	16.89690467	63.22512974	198.6686219	354.5714459
140	66.9812476	20.34173065	66.74161135	184.2988264	461.5769838
141	62.32535129	16.40478667	48.67242292	209.7223108	695.2014743
142	60.25606404	20.09567165	62.34600934	229.6189508	754.9658789
143	78.87964929	32.89259621	75.53281536	281.1480023	695.2014743
144	163.499263	57.93358072	131.4046121	494.9875468	798.4309004
145	185.7996877	73.38040853	107.1811498	552.5841752	1034.995482
146	161.1518499	294.8849221	100.1481866	470.5740266	1353.559608
147	231.5742436	636.776204	96.63170498	459.2823913	1347.433375
148	315.8543385	816.5581921	83.44489897	475.4132989	1736.399078
149	292.9598525	960.6904921	44.8027659	508.1524904	1509.816632
150	270.0653665	955.4310606	36.57974474	493.3419288	1590.216855
151	230.400537	772.303342	43.35164452	460.895482	1663.307966
152	168.1940893	519.8472871	48.28008293	439.9253022	1787.562856
153	130.4803277	598.4388542	81.68665816	412.5027593	1280.04481
154	171.7152089	804.0780732	154.9989929	456.0562098	754.9658789
155	167.0203827	400.4181898	157.482612	420.5682131	526.774516
156	121.6562669	207.8631624	106.3020294	352.6418744	298.6256654
157	139.3043886	203.173755	95.75258458	355.5016292	168.7595977
158	120.0518922	139.8667561	79.04929696	294.0168993	143.9316347
159	112.0300186	245.5641625	62.34600934	281.1480023	135.655647
160	70.08517848	102.778799	72.89545416	206.4062041	57.03376428
161	51.46159323	121.3462035	87.84050097	137.7327494	30.91041569
162	69.56785667	105.8733664	132.6464216	146.2914959	45.71566678
163	70.60250029	65.64398998	276.2139185	157.7699731	112.896681
164	59.22142042	111.2888594	402.1908964	122.7549432	289.3013687
165	78.36232748	162.1414409	445.7220312	117.0491123	613.704559
166	94.38189688	267.8380539	546.8630542	138.4459783	1065.626648
167	132.0847024	382.1126606	465.6738013	262.5595956	1831.417523
168	155.2833171	410.4030239	603.7721074	370.5623996	2637.863109
169	219.8371779	672.4029198	947.5964988	456.0562098	3506.496765
170	183.4522746	841.51843	1088.551651	412.5027593	4072.32068
171	205.7526992	932.4450108	1082.156795	427.0205761	5271.330763
172	303.7337283	800.5123249	1109.867837	477.0263896	6093.085701
173	309.1206662	400.4181898	1075.761939	526.2542879	6136.726327
174	283.5327113	236.0182091	1024.66389	541.0648495	5893.184697
175	375.3179281	107.4206501	939.40308	595.370242	5542.422266
176	333.3618867	46.91554753	971.0062665	514.7349623	5124.166804
177	340.095559	46.91554753	932.3801497	570.6859727	4641.810896
178	314.5076041	58.43440041	686.371832	529.5455238	4046.180413
179	302.3869938	68.7385574	692.4340549	493.1572972	3776.064312
180	260.6382253	51.92374444	534.4141989	499.9244007	3767.35089
181	215.1423517	52.42456413	387.6805181	420.5682131	4571.958061
182	249.8643495	81.11682708	491.0669633	338.3431	5031.221145
183	195.1893402	23.04837963	594.8800679	239.5672708	5612.13151
184	124.8650163	5.824249728	537.9710147	184.2988264	4432.252391
185	57.66945498	4.840013733	494.6945579	126.3210875	4229.162287
186	38.74248817	13.20601969	518.4085276	114.9094257	2829.805465
187	46.78115819	17.14296367	521.9653435	98.5051617	2300.340316
188	50.94427142	15.17449168	337.4457436	75.75741632	1670.617078
189	52.49623685	15.66660967	219.5730877	66.93370744	1619.453299
190	61.29070767	5.578190729	213.3640402	85.56153729	1787.562856
191	115.238768	9.023016711	150.0317549	147.0047247	1780.253745
192	306.4271973	18.86537666	179.8351832	339.7729774	2300.340316
193	425.07962	14.19025568	205.9131831	531.1911418	3004.104739
194	507.3702542	18.61931766	252.6632165	593.7246241	3915.479074
195	453.8890205	45.91390815	357.856352	532.8367598	5162.894161
196	495.9863935	101.2315153	500.1359497	587.1421523	5936.913042
197	497.4093761	23.37702209	425.7702611	600.3070959	5426.240193
198	531.5609581	10.9914887	385.8667208	621.7001293	4406.057578
199	518.7541149	5.086072732	299.7646205	638.6125248	4316.296513
200	504.524289	13.20601969	279.3540121	522.963052	4124.601216
201	517.3311323	19.84961265	284.0641525	454.443119	4982.343468
202	490.2944632	14.43631468	223.2985163	329.7638353	5627.622453
203	332.0151522	29.88767806	184.8024213	190.9310397	5749.50585
204	356.2563727	17.88114066	107.1811498	229.6189508	5100.930389
205	383.1750374	5.086072732	167.4170881	251.1205761	3993.899877
206	345.4824969	9.761193707	179.8351832	207.511573	2421.502344
207	294.306587	17.88114066	159.966231	167.7182931	1133.015213
208	282.1859768	19.84961265	110.6976314	117.7623411	711.5008574
209	237.4427764	20.83384865	100.1481866	88.99297963	602.8383036
210	243.3113092	44.91226877	82.56577857	90.95380382	879.9278156
211	167.0203827	80.34318522	116.8514742	76.73782841	949.2282168
212	182.278568	209.0355142	132.6464216	63.5022651	1114.636513
213	178.7574483	455.3347774	184.8024213	68.40432559	2239.759301
214	140.106576	393.7616337	198.462326	73.79659212	2508.04665
215	148.9306368	546.683432	204.6713736	115.6226545	2707.098554
216	195.1893402	577.3533118	296.6245269	142.0121226	3465.485171
217	244.4850157	456.9989164	527.3005672	197.563253	3941.619342
218	212.7949386	420.387858	480.1841796	237.356533	4624.347688
219	270.0653665	502.5954797	678.7940534	322.6144481	5317.803592
220	358.9498416	681.4847764	813.4156197	365.7231274	5534.676794
221	376.6274464	748.6905149	845.4846183	383.4671257	5511.44038
222	440.7938385	946.2270553	827.3586626	377.0147627	5139.657747
223	495.9863935	936.0107591	687.8873877	454.443119	3967.759609
224	498.8323587	804.0780732	802.2611854	451.2169375	2901.575754
225	478.9106026	661.5046919	760.6340626	420.5682131	1831.417523
226	455.1985387	546.683432	716.6829465	358.3613841	1619.453299
227	444.7223931	313.976829	818.9928368	334.0534676	1882.581301
228	476.0646374	187.9331812	825.9643583	339.7729774	2101.288412
229	417.2225108	115.9307105	683.3407205	364.1100366	2490.737789
230	404.1273287	98.91058974	405.8184909	342.6327323	1582.907744
231	371.3893735	108.9679339	291.9143865	275.4284926	831.0296665
232	322.5880109	119.7989198	135.1300407	219.6706308	581.1057929
233	172.8889155	248.746147	92.23610298	134.879834	782.1315173
234	144.9197001	242.382178	89.59874177	129.174003	1371.938308
235	143.3153254	162.1414409	59.70864814	147.0047247	1999.527079
236	126.469391	206.6908105	58.82952774	100.6448483	3086.127927
237	100.7993957	410.4030239	57.95040734	90.46359777	4142.028061
238	132.0847024	392.0974947	75.53281536	131.3136896	4307.58309
239	218.6634714	363.8071314	88.71962137	232.9350574	4432.252391
240	363.5322643	468.6478896	114.214113	397.9849425	5209.36699
241	368.7703371	496.8448772	137.6136597	527.8999059	6258.637201
242	287.5729147	247.1551548	192.2532784	499.9244007	6670.585643
243	333.3618867	271.0200384	241.6728889	489.9311157	6814.981695
244	357.6031071	602.2725892	268.3636845	499.9244007	6880.328842
245	356.2563727	422.051997	233.8226549	468.9609358	6871.417867
246	259.2914908	455.3347774	198.462326	358.3613841	6642.25586
247	222.1845911	234.4272168	210.8804211	329.7638353	6011.875918
248	161.1518499	136.3497006	331.1655564	203.0900975	5077.693975
249	148.9306368	283.7479764	420.3288692	211.9330486	4089.747525
250	121.6562669	393.7616337	371.3563426	206.4062041	3871.911961
251	151.3371989	283.7479764	334.30565	238.4619019	2891.322856
252	68.01589123	118.2516361	301.3346673	210.8276797	1904.508634
253	36.81320737	60.93849886	288.7742929	155.5592353	1480.580188
254	40.67176898	58.43440041	462.0462068	141.2988938	765.8321342
255	42.27950298	46.41472784	610.8857391	119.9020277	429.1658199
256	22.98669493	17.38902267	447.5358285	101.3580772	199.7945514
257	16.69220707	24.37866147	301.3346673	78.69865261	166.6906007
258	13.47383893	74.92769224	296.6245269	53.21279718	206.0015421
259	11.39136543	99.68423159	168.6588976	28.79450371	307.9499622
260	9.687523471	126.7616965	158.7244215	24.94799061	651.7364528
261	10.82341811	91.17417119	148.7899453	21.5321585	1034.995482
262	17.07083861	59.43603979	126.4373741	28.0431716	1310.675976
263	39.06403497	59.93685948	90.47786217	41.19148347	1292.297276
264	54.5655241	74.15405039	99.26906618	41.94281557	1139.141446
265	46.45961139	112.0625013	106.3020294	43.82114584	814.7302834
266	73.70643116	189.1055331	104.5437886	115.6226545	700.634602
267	83.01822379	231.2452323	153.7571834	129.174003	967.6069164
268	126.469391	317.1588135	214.6058497	178.7719819	1860.653967
269	188.1471008	407.0747459	218.3312782	221.8813685	1347.433375
270	202.2315795	430.3726921	163.6916595	161.0860797	803.864028
271	209.2738189	410.4030239	235.3927017	151.2840979	483.3094945
272	157.6307302	766.8542281	254.2332633	165.5075553	357.6795449
273	137.7000139	1029.063102	282.4941057	184.2988264	298.6256654
274	102.4037704	768.6705994	186.0442308	132.0269185	168.7595977
275	86.12215466	450.3423604	108.0602702	120.6152566	98.41370257
276	100.7993957	259.8830927	93.11522338	148.4311825	152.2076223
277	92.77752218	122.1198454	80.80753776	124.1814009	158.4146131
278	127.2715783	144.5561635	135.1300407	186.5095641	158.4146131
279	182.278568	192.6225886	126.4373741	187.614933	191.5185637
280	191.6682205	226.4722556	79.92841736	134.879834	160.48361
281	198.7104598	182.0714221	51.79656453	124.1814009	172.8975915
282	161.1518499	226.4722556	59.70864814	116.3358834	279.9770719
283	128.0737657	367.1354094	63.22512974	119.9020277	483.3094945
284	78.36232748	377.1202435	53.55480533	78.20844656	930.8495172
285	92.77752218	540.9328295	53.55480533	92.42442196	1780.253745
286	74.22375298	636.776204	85.20313977	81.6398889	2386.884622
287	76.81036204	571.6027093	87.84050097	122.0417143	2421.502344
288	157.6307302	445.3499433	115.9723538	315.4650609	2135.906134
289	379.2464828	206.6908105	183.5606118	575.6228266	2412.847913
290	461.7461298	259.8830927	171.1425166	615.1176575	3654.076396
291	439.4843203	417.05958	107.1811498	542.7104675	2952.840247
292	484.6025329	556.2677694	77.29105616	549.2929393	2508.04665
293	605.6224186	333.0687359	45.77018015	640.2886666	1575.598633
294	662.384046	135.1773488	49.63983717	714.0389026	1151.393912
295	740.3565526	185.5884776	72.89545416	902.4591926	1090.13158
296	740.3565526	135.1773488	92.23610298	846.0718839	943.1019836
297	686.7104577	35.39669466	99.26906618	784.3764789	706.0677297
298	667.2493283	77.2486178	114.214113	742.533312	668.0358359
299	569.9814879	121.3462035	96.63170498	640.2886666	388.760534
300	452.5795023	105.8733664	69.37897255	460.895482	252.0041817
301	315.8543385	95.04238046	91.35698258	345.4924872	214.7069947
302	255.2512874	80.34318522	93.11522338	289.727267	183.2425761
303	177.5837417	59.43603979	64.98337055	240.6726396	168.7595977
304	144.1175127	21.81808464	44.8027659	216.3545241	133.5866501
305	78.87964929	8.038780716	38.99828038	142.7253515	98.41370257
306	91.97533483	8.038780716	33.67750198	131.3136896	135.655647
307	89.22608554	16.89690467	44.8027659	112.0565102	166.6906007
308	85.60483285	54.42784289	50.91744413	73.30638607	295.5175665
309	120.8540795	150.4179226	72.89545416	89.48318567	564.8064098
310	139.3043886	198.4843477	94.87346418	117.7623411	711.5008574
311	144.1175127	203.173755	109.818511	142.7253515	711.5008574
312	157.6307302	194.9672922	224.5403258	163.2968175	847.3290495
313	143.3153254	209.0355142	306.0448077	141.2988938	532.2076437
314	156.4570237	177.3820147	485.6255714	188.7203019	515.9082607
315	146.5240748	125.9880547	784.8829542	161.0860797	662.6027082
316	259.2914908	199.6566995	686.371832	221.8813685	1347.433375
317	301.0402594	196.1396441	536.1926068	234.0404263	1304.549743
318	278.1457734	296.4759143	442.0944366	216.3545241	1353.559608
319	237.4427764	480.2968627	452.9772203	222.9867374	1546.362188
320	275.4523044	1142.430962	471.1151932	217.459893	2788.793871
321	223.3582976	1361.360465	478.3703823	201.9847286	2870.817059
322	176.4100352	1343.144677	427.5840584	149.8576402	2733.061846
323	156.4570237	1036.95225	296.6245269	134.1666051	2014.145302
324	139.3043886	734.1595444	339.0157904	130.6004608	1699.853522
325	153.7437609	410.4030239	447.5358285	195.3525152	1787.562856
326	120.8540795	445.3499433	603.7721074	175.4558753	1824.108412
327	135.2934518	210.207866	532.6357909	203.0900975	1267.792343
328	106.4147072	80.34318522	329.5955096	144.8650381	537.6407714
329	62.32535129	85.75867821	337.4457436	72.81618003	233.3555882
330	30.70381815	113.609785	532.6357909	31.04850003	170.8285946
331	25.23752253	108.194292	593.1016599	27.66750555	203.9325452
332	25.55906934	148.073219	580.6528046	33.30249635	345.2471492
333	38.09939457	153.9349781	577.0959887	58.10999857	771.2652619
334	53.53088048	112.0625013	596.6584758	96.3654751	961.4806832
335	70.08517848	67.19127369	485.6255714	128.4607742	879.9278156
336	78.87964929	114.3834268	598.4368837	174.3505064	1218.782478
337	131.2825151	120.5725617	718.1985023	289.727267	1524.434855
338	148.1284495	291.7029376	802.2611854	375.4016719	2438.811205
339	266.0251631	730.5268018	766.6962855	410.8896686	3332.19749
340	413.2939561	829.0383111	607.3289232	496.6331647	4353.667951
341	439.4843203	525.5978896	462.0462068	575.6228266	5263.585291
342	344.1357624	373.7919655	389.4943154	483.4787526	4685.468918
343	307.7739317	463.6554725	509.2049361	449.6038467	3906.765651
344	299.6935249	269.4290462	334.30565	420.5682131	3106.633724
345	211.621232	358.8147143	215.8476592	370.5623996	2993.851841
346	114.4365807	415.395441	108.0602702	304.0260414	2118.597273
347	117.6453301	336.2507204	89.59874177	306.8857963	1634.071522
348	152.9415736	248.746147	77.29105616	381.8540349	1977.599746
349	154.5459483	137.5220525	51.79656453	423.7943946	2447.465636
350	136.8978266	54.92866258	102.7855478	446.3776652	2932.33445
351	170.5415024	19.84961265	108.9393906	414.1158501	2983.598942
352	124.8650163	9.515134708	90.47786217	368.9493089	2101.288412
353	198.7104598	4.840013733	107.1811498	511.4437263	1941.05419
354	196.3630467	6.808485723	127.6791836	565.7491189	2386.884622
355	162.3255565	9.515134708	243.2429357	454.443119	1714.471744
356	213.9686451	9.761193707	429.3978556	422.1813039	1444.034632
357	210.4475255	11.4836067	552.198278	362.4969459	1612.144188
358	221.0108845	18.12719966	521.9653435	352.6418744	2021.454413
359	266.0251631	22.06414364	436.6530448	401.211124	2222.45044
360	448.6509477	41.90735063	525.5221593	598.661478	2788.793871
361	578.5193834	41.40653094	635.7834498	854.6805451	3014.357638
362	541.5218362	41.90735063	345.2959776	722.4196112	3137.392419
363	392.3416648	108.9679339	371.3563426	598.661478	3654.076396
364	432.9367292	242.382178	443.9082339	658.7262256	4327.473138
365	452.5795023	202.0014032	342.155884	678.8399263	4237.875709
366	473.2186722	153.9349781	307.6148545	657.0500838	3776.064312
367	505.9472716	88.85324563	243.2429357	670.4592177	3749.924045
368	548.6367491	158.6243854	162.44985	730.8003199	3627.936128
369	572.827453	516.0135521	176.1097547	714.0389026	2655.17197
370	514.4851671	807.6438215	197.2205165	552.5841752	1780.253745
371	370.0798553	710.5467174	171.1425166	446.3776652	847.3290495
372	280.8392423	600.3557217	199.7041355	351.2119969	410.5172264
373	248.0061354	563.9352394	232.2526081	377.0147627	286.1932698
374	368.7703371	453.6706384	384.0529235	441.538393	407.4091275
375	338.7488245	307.61286	385.8667208	370.5623996	483.3094945
376	210.4475255	307.61286	204.6713736	262.5595956	323.4904568
377	95.98627159	159.7967373	182.3188023	124.8946298	329.7066546
378	78.36232748	91.94781305	151.2735644	81.6398889	591.9720483
379	81.98358016	145.7285153	188.5278498	72.81618003	1120.762746
380	99.195021	172.6926074	186.0442308	67.42391349	1517.125743
381	81.98358016	105.8733664	157.482612	59.58061672	1794.871967
382	84.05286741	61.43931855	141.3390882	79.6790647	1714.471744
383	81.46625835	62.94177762	142.5808978	81.14968285	1714.471744
384	155.2833171	71.83312482	172.3843261	139.1592072	2343.612469
385	363.5322643	119.7989198	217.0894687	282.5778798	3332.19749
386	481.7565677	131.6602933	108.0602702	423.7943946	4423.520786
387	452.5795023	198.4843477	49.15613004	462.5085728	5046.712088
388	487.448498	380.4485216	37.06345187	532.8367598	4973.611864
389	651.0317205	370.4636875	48.18871579	645.3170917	4316.296513
390	631.5705911	323.5227824	43.83535165	615.1176575	3578.267054
391	594.2700931	373.7919655	59.70864814	583.8509164	3527.002562
392	436.8652839	432.0368312	64.98337055	489.9311157	3776.064312
393	443.4128749	465.3196115	47.70500866	536.1279957	4344.936347
394	464.3651662	344.2056816	49.63983717	562.4578829	4528.300039
395	483.1795503	306.0218678	42.86793739	603.5983318	3784.777735
396	571.4044704	128.1432378	50.1235443	672.1353594	2473.428928
397	434.2462474	49.41964598	46.52184213	534.4823777	1524.434855
398	353.5629037	21.81808464	63.22512974	397.9849425	1102.384047
399	287.5729147	54.42784289	57.95040734	324.0443256	998.2380824
400	244.4850157	43.91062939	55.31304614	284.0077572	586.5389206
401	245.6587223	60.43767917	46.52184213	248.2608212	323.4904568
402	218.6634714	48.91882629	41.41681601	213.0384174	270.6527752
403	112.832206	74.92769224	48.18871579	109.9168236	326.5985557
404	99.195021	104.3260827	64.98337055	75.26721027	483.3094945
405	124.8650163	105.8733664	87.84050097	66.4435014	754.9658789
406	206.9264058	72.60676668	92.23610298	83.11050704	651.7364528
407	274.10557	103.5524409	99.26906618	169.9290308	613.704559
408	436.8652839	172.6926074	138.8554692	336.9132225	1047.247948
409	615.3529833	278.9749996	240.1028421	457.6693005	1194.277545
410	558.5976272	132.8326451	262.0834973	415.7289408	1316.802209
411	511.639202	180.8990702	213.3640402	425.4074854	2092.633981
412	532.9839407	271.0200384	194.7368974	433.4729392	3697.643509
413	551.4827143	186.7608294	164.933469	433.4729392	3767.35089
414	557.1746446	74.15405039	68.49985215	393.1456702	3086.127927
415	597.5136147	33.89423559	49.15613004	385.0802165	1919.126857
416	612.1094617	38.90243249	46.73759441	418.9551224	1114.636513
417	581.3653485	94.26873861	43.35164452	423.7943946	640.8701974
418	577.0964008	39.40325218	44.31905877	402.8242148	311.0580611
419	473.2186722	25.38030085	47.22130153	326.9040804	143.9316347
420	415.9129926	26.38194023	47.22130153	295.4467767	179.1045822
421	353.5629037	36.39833404	45.77018015	346.9223646	208.070539
422	272.7588355	57.43276103	42.86793739	338.3431	214.7069947
423	229.2268304	57.93358072	33.19379485	301.1662865	150.1386254
424	246.8324288	55.42948227	22.06853094	268.2791054	65.30975194
425	152.9415736	102.0051572	10.51698635	230.7243197	50.82677353
426	113.6343933	232.8362246	12.87809552	201.9847286	181.1735792
427	90.37096012	307.61286	39.4819875	171.0343997	279.9770719
428	87.15679829	267.8380539	39.4819875	142.0121226	413.6253253
429	127.2715783	304.4308755	39.96569463	166.6129242	640.8701974
430	128.0737657	448.6782213	38.03086612	201.9847286	863.6284326
431	141.7109507	385.4409386	44.8027659	237.356533	809.2971557
432	309.1206662	333.0687359	51.79656453	435.0860299	949.2282168
433	481.7565677	395.4257727	46.73759441	575.6228266	1102.384047
434	449.9604659	455.3347774	52.67568493	470.5740266	1286.171043
435	510.2162194	544.7665645	69.37897255	477.0263896	1933.745079
436	548.6367491	563.9352394	63.22512974	559.166647	3116.886622
437	625.083548	735.9759157	85.20313977	680.516068	4729.126941
438	610.4877009	947.5419132	116.8514742	760.970871	5550.167738
